c5.2xlarge-old/linkerd,9423.02
c5.2xlarge-old/linkerd,8875.37
c5.2xlarge-old/linkerd,9081.01
c5.2xlarge-old/linkerd,6201.44
c5.2xlarge-old/linkerd,6020.41
c5.2xlarge-old/linkerd,7261.98
c5.2xlarge-old/linkerd,9267.99
c5.2xlarge-old/zuul,10328.76
c5.2xlarge-old/zuul,13641.51
c5.2xlarge-old/zuul,10341.88
c5.2xlarge-old/zuul,8794.50
c5.2xlarge-old/zuul,11155.45
c5.2xlarge-old/zuul,7565.71
c5.2xlarge-old/zuul,5901.73
c5.2xlarge-old/zuul,7053.53
c5.2xlarge-old/zuul,6659.15
c5.2xlarge-old/zuul,5600.11
t2.micro/spring,1429.82
t2.micro/spring,2260.59
t2.micro/spring,3095.24
t2.micro/spring,3181.24
t2.micro/spring,3213.85
t2.micro/spring,3243.90
t2.micro/spring,3177.61
t2.micro/spring,3226.99
t2.micro/spring,3190.95
t2.micro/static,18081.60
t2.micro/linkerd,1632.64
t2.micro/linkerd,2122.27
t2.micro/linkerd,2976.03
t2.micro/linkerd,3261.69
t2.micro/linkerd,3348.86
t2.micro/linkerd,3357.71
t2.micro/linkerd,3323.00
t2.micro/linkerd,3372.09
t2.micro/linkerd,3348.44
t2.micro/zuul,498.93
t2.micro/zuul,690.66
t2.micro/zuul,852.39
t2.micro/zuul,1172.84
t2.micro/zuul,1221.32
t2.micro/zuul,1112.02
t2.micro/zuul,1211.82
t2.micro/zuul,1178.10
t2.micro/zuul,1194.99
c5.xlarge/spring,6024.38
c5.xlarge/spring,5944.69
c5.xlarge/spring,5907.57
c5.xlarge/spring,5375.82
c5.xlarge/spring,5800.15
c5.xlarge/spring,6527.62
c5.xlarge/spring,5961.83
c5.xlarge/spring,5870.59
c5.xlarge/spring,5785.31
c5.xlarge/spring,5633.42
c5.xlarge/static,5494.33
c5.xlarge/linkerd,5564.77
c5.xlarge/linkerd,6069.43
c5.xlarge/linkerd,5820.56
c5.xlarge/linkerd,5342.92
c5.xlarge/linkerd,5371.06
c5.xlarge/linkerd,3116.61
c5.xlarge/linkerd,3163.60
c5.xlarge/linkerd,2842.45
c5.xlarge/linkerd,1554.83
c5.xlarge/linkerd,3911.49
c5.xlarge/zuul,1911.69
c5.xlarge/zuul,2792.34
c5.xlarge/zuul,3672.98
c5.xlarge/zuul,3778.06
c5.xlarge/zuul,2665.94
c5.xlarge/zuul,4210.84
c5.xlarge/zuul,3932.01
c5.xlarge/zuul,3857.96
c5.xlarge/zuul,3533.60
c5.xlarge/zuul,8600.33
